LotArea,LotFrontage,YearBuilt,1stFlrSF,2ndFlrSF,YearRemodAdd,TotRmsAbvGrd,KitchenAbvGr,BedroomAbvGr,GarageCars,GarageArea,price
9541,79.0,2009,1502,0,2009,7,1,3,2,644,12.359527368950229
10475,64.0,2008,1694,0,2008,7,1,3,3,776,12.41044511731981
10852,58.0,2000,959,712,2000,7,1,3,2,472,12.06105265381003
13728,120.0,1935,1236,872,1986,7,1,4,2,540,12.367345048436391
35760,118.0,1995,1831,1796,1996,10,1,4,3,807,13.34550852871726
9880,76.0,1977,1118,0,1977,6,1,3,1,358,12.049424683420916
9120,76.0,1958,1261,0,1958,6,1,3,2,433,12.001511614739403
4017,35.0,2006,625,625,2007,5,1,2,2,625,12.05467400868968
18030,138.0,1946,1636,971,1994,12,1,3,0,0,12.208574513247497
16560,80.0,1932,1170,1175,1950,9,1,4,2,360,12.384223015005311
10678,85.0,1992,2129,743,2000,9,1,4,2,541,12.560247968016562
6951,37.0,1984,923,0,1985,5,1,3,1,264,11.691080018519528
3950,70.0,1926,818,406,2004,5,1,3,1,210,11.652696102959752
7681,54.0,1921,820,523,1950,7,1,3,1,186,11.950541482162045
8335,77.0,1954,1124,0,1954,5,1,3,0,0,11.440365524765756
11170,70.0,1990,1298,1216,1991,8,1,4,2,693,12.429220196836384
5587,64.0,2008,1652,0,2008,5,1,2,2,482,12.880294363972055
15623,160.0,1996,2411,2065,1996,10,1,4,3,813,13.521140839642674
10800,60.0,1920,1130,0,1950,5,1,2,2,720,11.695255355062796
35133,50.0,1963,1572,0,1963,5,1,3,3,995,12.137263685701864
9738,60.0,1924,949,272,1950,7,1,4,1,392,11.560772327227417
10615,107.0,1900,1014,685,1970,7,2,3,2,420,11.461642696843066
12461,89.0,1994,1624,0,1995,5,1,2,3,757,12.476103599529845
8935,68.0,2002,831,829,2002,7,1,3,2,493,12.180759965737863
7500,60.0,1999,1028,776,1999,7,1,3,2,442,12.149507585033072
32463,70.0,1961,1622,0,1975,7,1,3,4,1356,12.031725210748633
2645,24.0,1999,764,677,2000,5,1,2,2,492,12.066816325306588
9600,60.0,1925,842,630,1994,6,1,3,1,250,11.736077016252436
4500,70.0,1999,1224,0,1999,5,1,2,2,402,12.013706813470414
9364,80.0,1969,663,689,1969,7,1,4,1,299,11.970356641103
8029,51.0,2005,728,728,2005,8,1,3,2,400,12.07824495582233
14054,58.0,2006,879,984,2006,9,1,4,3,660,12.29779001527865
8850,65.0,1916,815,875,1950,7,1,3,1,225,11.87757552297847
9100,70.0,2001,1212,0,2001,6,1,3,2,573,12.08954444723597
11235,75.0,1963,1382,0,1979,6,1,3,2,459,11.904974309480185
9353,71.0,1970,864,0,1970,5,1,3,1,280,11.6617850286409
10400,80.0,1998,866,913,1998,6,1,3,2,546,12.19552218463499
6000,50.0,1925,884,464,1997,5,1,3,1,216,11.669937760751914
9750,75.0,2000,1630,0,2001,6,1,3,2,451,12.269052139516225
10140,78.0,1975,1074,0,1975,6,1,3,2,495,11.941462360646147
14684,90.0,1990,2196,0,1991,7,1,3,3,701,12.513193308436527
8900,70.0,1966,1056,0,1966,5,1,2,1,384,11.580593459194764
9135,70.0,2003,1700,0,2003,7,1,3,2,544,12.206077645517674
7763,70.0,1962,1283,0,1980,6,1,3,2,506,11.849404844423074
10182,85.0,2006,1660,0,2006,8,1,3,2,500,12.577639650232571
11218,70.0,1992,1055,790,1992,8,1,3,2,462,12.149507585033072
12134,152.0,1988,1080,672,2005,8,1,4,2,492,12.00762780434872
9340,50.0,1941,672,0,1950,4,1,2,1,234,11.635151947212842
10246,70.0,1965,960,0,2001,3,1,0,1,364,11.884495917930655
10205,69.0,1962,999,0,1962,6,1,3,1,300,11.80932691294063
7094,99.0,1966,894,0,1966,5,1,3,1,384,11.736077016252436
8930,68.0,1978,1318,584,1978,8,2,4,2,539,11.6262630788088
8640,72.0,2009,1314,0,2009,6,1,3,2,552,12.343470927093518
6240,52.0,1947,672,240,1950,3,1,2,0,0,11.296024885689746
1680,21.0,1971,672,546,1971,7,1,3,0,0,11.42410518016564
7800,66.0,1964,912,0,1964,5,1,2,1,288,11.652696102959752
8250,55.0,1968,1211,0,1968,5,1,3,1,322,11.80560254159177
10496,78.0,1949,1168,678,1950,7,1,3,1,315,11.870606902224589
10680,89.0,1951,2136,0,1951,7,1,4,2,528,11.834291315386718
15384,60.0,2004,788,702,2005,8,1,3,2,388,12.122696471358964
10482,65.0,1958,1138,0,1958,6,1,3,1,264,11.884495917930655
14598,86.0,2007,894,1039,2007,9,1,4,3,668,12.273735966890268
8872,72.0,1965,912,0,2008,5,1,2,2,576,11.898194668458824
8769,65.0,2008,1702,0,2008,7,1,1,3,1052,12.813920618864572
7910,70.0,1960,1507,0,1960,7,1,4,1,404,11.751950239425476
18890,70.0,1977,1361,1259,1977,12,2,4,2,600,12.154784614286667
7728,70.0,1962,1190,0,1962,6,1,3,2,540,11.794345471549745
9842,70.0,1962,1224,0,1962,6,2,2,2,462,11.530775206233024
12160,70.0,1959,1188,0,1959,6,1,3,2,531,11.863589378812122
8525,55.0,1911,1024,940,1950,7,1,4,0,0,11.775297421715829
13132,96.0,1914,892,892,1950,9,1,4,1,180,11.841423131921784
2628,36.0,2003,764,862,2003,6,1,2,2,474,12.075400019877522
12393,41.0,2004,847,1101,2005,8,1,4,2,434,12.180759965737863
13072,63.0,2005,1141,0,2005,6,1,3,2,484,11.86710429621008
9037,64.0,2006,1484,0,2006,6,1,2,2,472,12.490879338036375
8158,65.0,2003,884,884,2003,8,1,3,2,543,12.323415584358154
9849,83.0,2007,1689,0,2007,7,1,3,3,954,12.42250975887691
10625,85.0,1974,1173,0,1974,6,1,3,2,528,12.04355959836804
13891,107.0,2006,2076,0,2006,7,1,2,3,850,13.049794835104816
11435,70.0,1929,792,725,1950,7,1,3,2,400,12.345838935721968
12090,78.0,1984,1140,728,2003,7,1,3,2,477,12.08954444723597
8125,65.0,2005,756,797,2006,6,1,3,2,615,12.136191879981927
12328,70.0,1976,1034,0,1976,6,1,3,3,888,12.042971193457888
9600,60.0,1917,1134,924,1950,8,1,3,2,396,11.771443882099636
7200,60.0,1950,988,0,1950,6,1,3,1,276,11.686887175419702
11160,93.0,1968,2110,0,1968,8,1,3,2,522,12.404927602627597
3136,70.0,2003,1405,0,2003,6,1,2,2,478,12.053801032483948
9858,62.0,1968,874,0,1968,5,1,3,1,288,11.775297421715829
17542,70.0,1974,1516,651,2003,9,1,3,2,518,12.59133844767558
6931,60.0,2003,760,896,2004,7,1,3,2,397,12.016128107502665
6240,52.0,1931,959,408,1950,6,1,3,1,560,11.755879486687116
14303,91.0,1994,1987,0,1994,7,1,2,2,691,12.616528611893465
4060,56.0,1922,864,0,1950,4,1,2,0,0,11.511934974596556
9587,59.0,2005,1166,0,2005,5,1,2,2,400,12.154784614286667
9750,65.0,1969,1054,0,1969,6,1,3,2,460,11.92504173829169
24682,70.0,1999,892,783,1999,7,1,3,2,502,12.10625783509458
9600,80.0,1956,1050,0,1956,5,1,2,1,338,11.766799946849089
11250,70.0,1957,1104,684,1989,8,1,5,1,304,11.992266613576142
13515,60.0,1919,1060,764,1950,8,1,3,2,520,12.103491596905933
4060,34.0,1998,1337,0,1999,5,1,2,2,511,12.10625783509458
3735,35.0,1999,713,739,1999,6,1,3,2,506,12.12215284831553
10120,60.0,1910,964,925,1950,9,2,4,1,308,11.711784520403112
13214,89.0,2008,2018,0,2009,10,1,3,3,746,12.843973993864076
14100,70.0,1935,1968,1479,1997,11,1,4,3,1014,12.850557278777307
11344,78.0,1958,874,650,1958,7,1,3,1,315,11.87757552297847
23595,70.0,1979,1332,192,1979,4,1,0,2,586,12.468440756144114
9156,70.0,1968,1489,0,1968,7,1,3,2,462,12.132162346145597
13526,70.0,1965,935,0,1965,5,1,3,1,288,11.827743504053696
11512,124.0,1959,1357,0,2006,5,1,2,1,312,12.08391066125752
5362,53.0,1910,661,589,2003,8,1,3,2,552,11.842236406331557
11345,95.0,1948,928,992,1950,10,2,4,2,400,11.827743504053696
12936,70.0,1972,735,660,1972,6,1,3,2,497,11.995357787034976
17871,70.0,1967,1724,0,1976,7,1,3,2,480,12.19552218463499
9473,75.0,2002,1128,903,2002,7,1,3,2,577,12.37581963951765
7500,60.0,1920,698,430,1950,6,1,2,2,528,11.133142723386811
9808,67.0,2002,1573,0,2002,6,1,3,2,544,12.33270970174018
8049,50.0,1990,1339,0,1990,6,1,2,2,484,12.100717685412471
8800,61.0,1977,1040,0,2008,5,1,3,2,484,11.921725007667265
9400,94.0,1971,912,912,1971,8,2,4,0,0,11.842236406331557
9638,50.0,1919,1699,748,1990,10,1,4,1,336,12.037659911047468
6000,50.0,1939,825,587,1950,6,1,4,1,280,11.794345471549745
9790,70.0,1963,1328,0,1963,6,1,3,2,528,11.870606902224589
36500,70.0,1964,1582,0,1964,7,1,4,2,390,12.154784614286667
5664,40.0,2000,1659,0,2000,5,1,2,2,499,12.535379989788607
11065,86.0,2006,1120,850,2006,8,1,3,3,753,12.546113507028412
14112,70.0,1964,1152,0,1964,6,1,3,2,484,12.103491596905933
1680,21.0,1972,630,672,1972,6,1,3,1,264,11.691080018519528
6600,60.0,1892,1378,994,1965,11,2,4,1,432,11.58525542883217
10140,78.0,1976,832,832,1976,8,1,4,2,528,12.000897933306716
8172,60.0,1955,864,0,1990,5,1,2,2,572,11.652696102959752
8400,70.0,1968,1052,0,1968,5,1,3,1,288,11.83863282480007
8700,80.0,1963,1128,0,1963,6,1,3,2,525,11.951186847493476
3675,35.0,2005,1072,0,2006,5,1,2,2,525,11.849404844423074
63887,313.0,2008,4692,950,2008,12,1,3,2,1418,11.982935344196433
7500,75.0,1959,1246,0,1994,6,1,3,1,305,11.944714374881176
10762,70.0,1999,1005,978,1999,9,1,3,2,490,12.323860125621126
7500,70.0,1942,753,741,1950,7,1,3,1,213,12.086731521684555
10120,92.0,1994,1203,1323,1994,8,1,4,3,844,12.577639650232571
8688,73.0,2005,1616,0,2005,7,1,3,3,834,12.354496960983983
3363,32.0,2004,976,732,2004,7,1,3,2,380,11.775297421715829
13173,108.0,2006,1652,0,2007,6,1,2,2,840,12.691583538230216
6955,48.0,2005,1368,0,2006,6,1,2,2,474,12.218500103788145
8072,60.0,1994,990,0,1995,5,1,3,2,480,11.8350162104899
12000,100.0,1948,1122,0,2005,6,1,2,2,528,11.898194668458824
7153,70.0,1991,1294,0,1991,6,1,3,2,496,12.09626335986454
17500,100.0,1959,1902,0,2002,7,1,3,2,567,12.721888795877376
8814,68.0,2005,1274,0,2007,6,1,3,2,508,12.220966184120163
9572,70.0,1990,1453,1357,1990,9,1,4,2,750,12.618185607609805
14774,108.0,1999,1422,1177,1999,10,1,4,3,779,12.716405147731708
8190,60.0,1954,948,0,1954,5,1,3,1,280,11.686887175419702
11075,85.0,1969,1092,1020,1969,9,1,4,2,576,12.239995696974733
10226,61.0,2008,1630,0,2008,8,1,3,3,860,12.59640381105362
4230,47.0,2006,1352,0,2007,5,1,2,2,466,12.249615734512616
14781,70.0,2001,1787,0,2002,7,1,3,3,748,12.524530013005734
10215,75.0,1954,948,0,1954,5,1,3,1,248,11.6172944892629
8400,70.0,1957,1478,0,1957,6,1,3,2,442,11.960817678718287
6627,70.0,1949,720,0,1950,4,1,2,1,287,11.19135563385109
10186,107.0,1992,1061,862,1992,8,1,3,2,564,12.154784614286667
5330,50.0,1940,708,0,1950,5,1,2,0,0,11.320565693461432
9986,75.0,2006,1795,0,2007,7,1,2,3,895,11.898194668458824
3636,40.0,1922,796,0,1950,5,1,2,0,0,10.915106645867503
4270,70.0,1931,774,0,2006,6,1,3,0,0,11.277215789596893
6600,60.0,1982,816,0,2008,5,1,3,1,264,11.779136168550774
10440,60.0,1920,1584,1208,1950,8,1,5,2,520,12.45293662970407
9084,63.0,1998,955,677,1998,8,1,3,2,462,12.08108182106182
10000,85.0,2006,1588,0,2006,7,1,3,3,825,12.33270970174018
10780,55.0,1976,954,0,1976,6,1,3,2,576,11.794345471549745
8877,67.0,1938,816,0,1958,3,1,2,1,288,11.51293546492023
7200,60.0,1938,803,557,1995,6,1,2,1,297,11.74006900564972
2368,24.0,1970,765,600,1970,7,1,3,2,440,11.736077016252436
9650,80.0,1977,1334,0,1977,6,1,2,2,630,12.031129798974042
9246,87.0,1973,1656,0,1973,8,2,4,2,506,11.81303746480054
4118,153.0,1941,693,0,1950,4,1,2,0,0,10.86858749601736
13450,95.0,2002,920,941,2002,8,1,3,2,492,12.206077645517674
9560,120.0,1972,864,0,1972,5,1,3,1,288,11.7636919653883
8294,70.0,1971,872,0,1971,5,1,3,4,480,11.719947764402807
13695,66.0,2003,1114,0,2004,6,1,3,2,576,11.951186847493476
9375,70.0,2002,1284,885,2002,7,1,3,2,647,12.339295865674435
7558,57.0,1928,1172,741,1950,9,1,3,2,342,12.08391066125752
11103,85.0,2006,728,728,2006,8,1,3,2,440,11.95655945119582
6000,50.0,1920,960,0,1950,5,1,2,1,308,11.59451466851004
20781,70.0,1968,2156,0,2003,9,1,3,2,508,12.47801017053037
15306,93.0,2006,1776,0,2007,7,1,3,3,712,12.554840409959793
16196,70.0,1998,1494,0,1998,5,1,3,2,514,12.278397958261774
5250,50.0,1872,938,1215,1987,8,1,4,0,0,11.711784520403112
11643,91.0,1969,1338,1296,1969,12,2,6,4,968,12.206077645517674
9247,70.0,1962,858,858,1962,8,1,4,2,490,12.049424683420916
6000,50.0,1937,786,390,2000,4,1,2,2,624,11.812296455066814
14720,56.0,1995,2053,1185,1996,9,1,4,3,666,12.923914877701906
10316,70.0,2000,992,873,2000,7,1,3,3,839,12.367345048436391
10192,102.0,1968,1222,698,1992,8,1,4,2,487,12.04355959836804
9477,70.0,1966,892,0,1966,5,1,3,1,264,11.60824473564232
12537,70.0,1971,1078,0,2008,6,1,3,2,500,11.917730355182512
2117,70.0,2000,769,804,2000,5,1,3,2,440,12.086731521684555
16737,129.0,2004,1980,0,2005,8,1,3,3,770,12.660331092405906
9842,51.0,1921,990,1611,1998,8,1,4,2,621,12.149507585033072
16158,124.0,2005,1530,0,2005,7,1,3,2,430,12.468440756144114
12513,70.0,1920,1281,457,2007,7,1,4,1,368,11.560772327227417
8499,73.0,2006,616,796,2007,6,1,3,2,432,11.963574241653712
3180,30.0,2005,520,600,2005,4,1,2,2,480,11.878630514504517
7500,70.0,2000,814,860,2000,7,1,3,2,663,12.283038316285214
9179,68.0,1999,882,908,1999,7,1,3,2,588,12.170450649220747
2665,41.0,1977,925,550,1977,6,1,4,1,336,11.751950239425476
4435,70.0,2003,848,0,2004,4,1,1,2,420,11.87757552297847
10635,48.0,2003,1668,0,2003,8,1,3,2,502,12.354496960983983
5400,90.0,1920,840,534,1950,6,1,2,1,338,11.561725152903833
9600,80.0,1955,1661,0,1996,8,1,3,1,377,12.016732516077072
9750,75.0,1998,1108,989,1998,8,1,3,2,583,12.521981322562503
11400,70.0,2001,2633,0,2002,8,1,2,3,804,13.05301544288996
10625,85.0,2005,1026,932,2005,9,1,3,3,936,12.429220196836384
10991,89.0,2007,1571,0,2007,7,1,3,3,722,12.384223015005311
6292,52.0,1930,790,0,1950,4,1,2,1,160,11.418625774449596
10998,60.0,1941,984,620,1960,6,1,3,2,660,11.669937760751914
1953,21.0,1973,483,504,1973,5,1,2,1,264,11.326607934898927
9735,73.0,2006,754,640,2007,7,1,3,2,400,12.02874460037869
8212,45.0,1914,864,0,1950,5,1,2,1,200,10.97679912709094
12925,70.0,1970,2117,0,1970,7,1,4,2,550,12.377927112974284
7200,60.0,1920,998,764,1950,8,1,4,2,576,11.964007453736912
25339,70.0,1918,1416,0,2007,7,1,3,2,576,11.6262630788088
9060,60.0,1939,698,560,1950,6,1,2,1,280,11.561725152903833
5436,40.0,1922,796,358,2007,7,1,3,1,240,11.74006900564972
16692,80.0,1978,1392,1392,1978,12,1,5,2,564,12.429220196836384
8520,60.0,1916,1664,862,1950,10,1,5,1,216,11.820417517632333
14892,42.0,2006,1746,0,2007,7,1,3,3,758,12.84132849667433
6000,60.0,1941,869,349,1950,6,1,3,2,440,11.78296023574194
9100,70.0,2000,1525,0,2000,6,1,3,2,541,12.367345048436391
8944,65.0,1967,1584,0,1967,8,2,4,3,792,11.728044909070784
7838,68.0,1967,900,0,1967,6,1,3,1,288,11.719947764402807
10800,60.0,1905,1221,691,2000,7,2,3,2,672,12.001511614739403
4045,53.0,2006,1500,0,2006,6,1,2,3,648,12.415437707935368
12665,88.0,2005,1133,1349,2006,9,1,4,3,642,12.546871224308068
57200,70.0,1948,1687,0,1950,7,1,3,2,572,11.982935344196433
6120,51.0,1920,939,574,2004,8,1,4,1,180,11.83138646878959
7200,60.0,1950,1136,768,1982,7,1,3,1,240,11.8350162104899
6171,51.0,1925,1160,448,1990,7,1,3,1,216,11.831022768939787
6000,50.0,1929,950,208,1950,5,1,3,1,208,11.695255355062796
7415,62.0,2004,864,729,2004,8,1,3,2,398,12.170450649220747
6762,64.0,2006,1294,0,2006,6,1,2,2,662,12.174994689959313
15256,49.0,2007,1464,0,2007,6,1,3,3,754,12.552930054797937
10410,60.0,1915,694,520,1950,6,1,3,3,936,11.561725152903833
3842,44.0,2004,1646,0,2005,5,1,2,2,482,12.524530013005734
8445,70.0,1972,768,0,2007,5,1,2,2,396,11.798111925972618
8780,70.0,1985,833,0,1985,5,1,3,0,0,11.6262630788088
7740,60.0,1910,741,622,1950,6,1,3,2,528,11.74006900564972
20544,46.0,1986,1236,857,1991,7,1,3,2,542,12.278397958261774
12420,79.0,2001,944,896,2001,6,1,3,2,622,12.345838935721968
9600,80.0,1950,1112,556,2005,6,1,3,1,271,11.849404844423074
7200,60.0,1949,1040,0,1950,6,2,2,2,420,11.407576060361786
10994,88.0,2005,1844,0,2006,7,1,2,2,620,12.456835254920373
13053,64.0,1923,1053,795,2000,8,1,4,2,370,12.240478903153711
3635,51.0,2007,1569,0,2007,7,1,1,3,660,12.077676615757811
11340,60.0,1885,1246,1044,1950,11,2,4,2,560,11.715874472198903
16545,70.0,1998,1310,1140,1998,7,1,3,3,1069,12.73670383776449
9204,71.0,1963,1144,0,1963,6,1,3,1,336,11.728044909070784
16381,70.0,1969,1844,0,1969,7,1,3,2,540,12.314931534737134
11700,90.0,1968,708,708,1968,7,1,3,2,776,12.100161978566868
4043,53.0,1977,1069,0,1977,4,1,2,2,440,11.755879486687116
4435,37.0,2003,848,0,2003,3,1,1,2,420,11.824087219587645
19690,70.0,1966,1575,626,1966,8,1,4,2,432,12.524420916542532
9503,70.0,1958,1344,0,1983,6,1,2,1,484,11.87757552297847
10721,80.0,1959,1252,0,1959,7,1,3,2,528,11.863589378812122
10944,81.0,1994,1223,904,1994,5,1,3,2,525,12.509877789891933
10930,60.0,1945,1048,510,1950,6,1,3,1,288,11.849404844423074
7200,60.0,1940,804,0,1992,4,1,2,1,240,11.686887175419702
12546,70.0,1981,1440,0,1981,7,1,3,2,467,12.116700301832571
21930,60.0,2005,734,1104,2005,7,1,4,2,372,12.165984756488545
4928,70.0,1976,958,0,1976,5,1,2,2,440,11.87583791515714
10800,60.0,1927,968,0,2007,5,1,4,1,216,11.07443600653965
10261,93.0,2000,962,830,2000,8,1,3,2,451,12.136191879981927
17400,80.0,1977,1126,0,1977,5,1,3,2,484,11.982935344196433
8400,80.0,1962,1537,0,2005,7,1,3,2,462,12.066816325306588
9000,60.0,1971,864,0,1971,5,1,3,2,528,11.6994133306336
12444,96.0,2008,1932,0,2008,7,1,2,3,774,12.885673487343764
7407,90.0,1957,1236,0,1996,6,1,2,2,923,11.916395250412128
11584,80.0,1979,1040,685,1979,6,1,3,2,550,12.190964083849376
11526,79.0,1922,1423,748,1994,11,1,3,2,672,12.160033942617156
4426,70.0,2004,848,0,2004,3,1,1,2,420,11.913719681428494
11003,85.0,2008,1026,981,2008,10,1,3,3,812,12.644330802262578
8854,70.0,1916,952,0,1950,4,1,2,1,192,11.703554089007538
8500,63.0,2004,1422,0,2004,7,1,3,2,626,12.098493002763464
8400,70.0,1966,913,0,1966,6,1,3,1,240,11.767575435251748
26142,70.0,1962,1188,0,1962,6,1,3,1,312,11.969723533345908
10000,80.0,1995,1220,870,1996,8,1,3,2,556,12.388398368982116
11767,70.0,1910,796,550,2000,6,1,2,1,384,11.6262630788088
1533,21.0,1970,630,0,1970,3,1,1,0,0,11.429554725537322
9000,60.0,1974,896,896,1974,8,2,4,0,0,11.820417517632333
9262,78.0,2008,1578,0,2009,7,1,3,3,840,12.567554517655417
3675,35.0,2005,1072,0,2005,5,1,2,2,525,11.884495917930655
17217,90.0,2006,1140,0,2006,6,1,3,0,0,11.344518647594766
7500,62.0,2004,1221,0,2005,6,1,2,2,400,12.128116509451258
7917,62.0,1999,953,694,2000,7,1,3,2,460,12.07254696717504
13175,85.0,1978,2073,0,1988,7,1,3,2,500,12.25486757159303
9042,66.0,1941,1188,1152,2006,9,1,4,1,252,12.493133274926212
9717,68.0,1950,1078,0,1996,5,1,2,1,240,11.864469267087893
9937,75.0,1965,1256,0,1965,6,1,3,1,276,11.901590234400048
